Area code,Area,Year,Series,Value,Source
12,Algeria,2018,Emissions (thousand metric tons of carbon dioxide),138496.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
12,Algeria,2019,Emissions (thousand metric tons of carbon dioxide),143569.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
12,Algeria,2020,Emissions (thousand metric tons of carbon dioxide),135599.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
12,Algeria,1975,Emissions per capita (metric tons of carbon dioxide),0.8,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
12,Algeria,1985,Emissions per capita (metric tons of carbon dioxide),1.9,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
12,Algeria,2005,Emissions per capita (metric tons of carbon dioxide),2.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
12,Algeria,2010,Emissions per capita (metric tons of carbon dioxide),2.7,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
12,Algeria,2015,Emissions per capita (metric tons of carbon dioxide),3.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
12,Algeria,2018,Emissions per capita (metric tons of carbon dioxide),3.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
12,Algeria,2019,Emissions per capita (metric tons of carbon dioxide),3.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
12,Algeria,2020,Emissions per capita (metric tons of carbon dioxide),3.1,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
24,Angola,1975,Emissions (thousand metric tons of carbon dioxide),2799.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
24,Angola,1985,Emissions (thousand metric tons of carbon dioxide),3819.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
24,Angola,2005,Emissions (thousand metric tons of carbon dioxide),7510.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
24,Angola,2010,Emissions (thousand metric tons of carbon dioxide),15863.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
24,Angola,2015,Emissions (thousand metric tons of carbon dioxide),23293.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
24,Angola,2018,Emissions (thousand metric tons of carbon dioxide),18989.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
24,Angola,2019,Emissions (thousand metric tons of carbon dioxide),20748.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
24,Angola,2020,Emissions (thousand metric tons of carbon dioxide),16939.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
24,Angola,1975,Emissions per capita (metric tons of carbon dioxide),0.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
24,Angola,1985,Emissions per capita (metric tons of carbon dioxide),0.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
24,Angola,2005,Emissions per capita (metric tons of carbon dioxide),0.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
24,Angola,2010,Emissions per capita (metric tons of carbon dioxide),0.6,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
24,Angola,2015,Emissions per capita (metric tons of carbon dioxide),0.8,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
24,Angola,2018,Emissions per capita (metric tons of carbon dioxide),0.6,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
24,Angola,2019,Emissions per capita (metric tons of carbon dioxide),0.6,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
24,Angola,2020,Emissions per capita (metric tons of carbon dioxide),0.5,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
32,Argentina,1975,Emissions (thousand metric tons of carbon dioxide),85498.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
32,Argentina,1985,Emissions (thousand metric tons of carbon dioxide),88181.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
32,Argentina,2005,Emissions (thousand metric tons of carbon dioxide),143250.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
32,Argentina,2010,Emissions (thousand metric tons of carbon dioxide),164171.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
32,Argentina,2015,Emissions (thousand metric tons of carbon dioxide),181809.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
32,Argentina,2018,Emissions (thousand metric tons of carbon dioxide),173309.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
32,Argentina,2019,Emissions (thousand metric tons of carbon dioxide),164341.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
32,Argentina,2020,Emissions (thousand metric tons of carbon dioxide),150666.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
32,Argentina,1975,Emissions per capita (metric tons of carbon dioxide),3.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
32,Argentina,1985,Emissions per capita (metric tons of carbon dioxide),2.9,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
32,Argentina,2005,Emissions per capita (metric tons of carbon dioxide),3.7,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
32,Argentina,2010,Emissions per capita (metric tons of carbon dioxide),4.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
32,Argentina,2015,Emissions per capita (metric tons of carbon dioxide),4.2,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
32,Argentina,2018,Emissions per capita (metric tons of carbon dioxide),3.9,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
32,Argentina,2019,Emissions per capita (metric tons of carbon dioxide),3.6,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
32,Argentina,2020,Emissions per capita (metric tons of carbon dioxide),3.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
51,Armenia,2005,Emissions (thousand metric tons of carbon dioxide),4163.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
51,Armenia,2010,Emissions (thousand metric tons of carbon dioxide),4118.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
51,Armenia,2015,Emissions (thousand metric tons of carbon dioxide),5222.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
51,Armenia,2018,Emissions (thousand metric tons of carbon dioxide),5522.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
51,Armenia,2019,Emissions (thousand metric tons of carbon dioxide),5986.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
51,Armenia,2020,Emissions (thousand metric tons of carbon dioxide),6464.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
51,Armenia,2005,Emissions per capita (metric tons of carbon dioxide),1.4,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
51,Armenia,2010,Emissions per capita (metric tons of carbon dioxide),1.4,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
51,Armenia,2015,Emissions per capita (metric tons of carbon dioxide),1.7,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
51,Armenia,2018,Emissions per capita (metric tons of carbon dioxide),1.8,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
51,Armenia,2019,Emissions per capita (metric tons of carbon dioxide),2.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
51,Armenia,2020,Emissions per capita (metric tons of carbon dioxide),2.1,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
36,Australia,1975,Emissions (thousand metric tons of carbon dioxide),182195.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
36,Australia,1985,Emissions (thousand metric tons of carbon dioxide),223305.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
36,Australia,2005,Emissions (thousand metric tons of carbon dioxide),368484.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
36,Australia,2010,Emissions (thousand metric tons of carbon dioxide),396195.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
36,Australia,2015,Emissions (thousand metric tons of carbon dioxide),384882.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
36,Australia,2018,Emissions (thousand metric tons of carbon dioxide),395916.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
36,Australia,2019,Emissions (thousand metric tons of carbon dioxide),393847.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
36,Australia,2020,Emissions (thousand metric tons of carbon dioxide),378417.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
36,Australia,1975,Emissions per capita (metric tons of carbon dioxide),12.9,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
36,Australia,1985,Emissions per capita (metric tons of carbon dioxide),13.9,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
36,Australia,2005,Emissions per capita (metric tons of carbon dioxide),18.1,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
36,Australia,2010,Emissions per capita (metric tons of carbon dioxide),17.8,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
36,Australia,2015,Emissions per capita (metric tons of carbon dioxide),16.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
36,Australia,2018,Emissions per capita (metric tons of carbon dioxide),15.7,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
36,Australia,2019,Emissions per capita (metric tons of carbon dioxide),15.4,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
36,Australia,2020,Emissions per capita (metric tons of carbon dioxide),14.6,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
40,Austria,1975,Emissions (thousand metric tons of carbon dioxide),50452.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
40,Austria,1985,Emissions (thousand metric tons of carbon dioxide),53980.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
40,Austria,2005,Emissions (thousand metric tons of carbon dioxide),75938.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
40,Austria,2010,Emissions (thousand metric tons of carbon dioxide),70094.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
40,Austria,2015,Emissions (thousand metric tons of carbon dioxide),63280.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
40,Austria,2018,Emissions (thousand metric tons of carbon dioxide),62984.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
40,Austria,2019,Emissions (thousand metric tons of carbon dioxide),64414.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
40,Austria,2020,Emissions (thousand metric tons of carbon dioxide),58925.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
40,Austria,1975,Emissions per capita (metric tons of carbon dioxide),6.5,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
40,Austria,1985,Emissions per capita (metric tons of carbon dioxide),7.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
40,Austria,2005,Emissions per capita (metric tons of carbon dioxide),9.1,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
40,Austria,2010,Emissions per capita (metric tons of carbon dioxide),8.2,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
40,Austria,2015,Emissions per capita (metric tons of carbon dioxide),7.1,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
40,Austria,2018,Emissions per capita (metric tons of carbon dioxide),6.9,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
40,Austria,2019,Emissions per capita (metric tons of carbon dioxide),7.1,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
40,Austria,2020,Emissions per capita (metric tons of carbon dioxide),6.4,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
31,Azerbaijan,2005,Emissions (thousand metric tons of carbon dioxide),29185.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
31,Azerbaijan,2010,Emissions (thousand metric tons of carbon dioxide),23643.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
31,Azerbaijan,2015,Emissions (thousand metric tons of carbon dioxide),30797.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
31,Azerbaijan,2018,Emissions (thousand metric tons of carbon dioxide),31534.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
31,Azerbaijan,2019,Emissions (thousand metric tons of carbon dioxide),34325.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
31,Azerbaijan,2020,Emissions (thousand metric tons of carbon dioxide),33167.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
31,Azerbaijan,2005,Emissions per capita (metric tons of carbon dioxide),3.5,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
31,Azerbaijan,2010,Emissions per capita (metric tons of carbon dioxide),2.6,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
31,Azerbaijan,2015,Emissions per capita (metric tons of carbon dioxide),3.2,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
31,Azerbaijan,2018,Emissions per capita (metric tons of carbon dioxide),3.2,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
31,Azerbaijan,2019,Emissions per capita (metric tons of carbon dioxide),3.4,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
31,Azerbaijan,2020,Emissions per capita (metric tons of carbon dioxide),3.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
48,Bahrain,1975,Emissions (thousand metric tons of carbon dioxide),5244.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
48,Bahrain,1985,Emissions (thousand metric tons of carbon dioxide),9132.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
48,Bahrain,2005,Emissions (thousand metric tons of carbon dioxide),20641.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
48,Bahrain,2010,Emissions (thousand metric tons of carbon dioxide),25644.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
48,Bahrain,2015,Emissions (thousand metric tons of carbon dioxide),30179.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
48,Bahrain,2018,Emissions (thousand metric tons of carbon dioxide),30284.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
48,Bahrain,2019,Emissions (thousand metric tons of carbon dioxide),32733.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
48,Bahrain,2020,Emissions (thousand metric tons of carbon dioxide),32247.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
48,Bahrain,1975,Emissions per capita (metric tons of carbon dioxide),19.6,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
48,Bahrain,1985,Emissions per capita (metric tons of carbon dioxide),21.7,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
48,Bahrain,2005,Emissions per capita (metric tons of carbon dioxide),23.1,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
48,Bahrain,2010,Emissions per capita (metric tons of carbon dioxide),20.6,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
48,Bahrain,2015,Emissions per capita (metric tons of carbon dioxide),21.9,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
48,Bahrain,2018,Emissions per capita (metric tons of carbon dioxide),19.2,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
48,Bahrain,2019,Emissions per capita (metric tons of carbon dioxide),19.9,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
48,Bahrain,2020,Emissions per capita (metric tons of carbon dioxide),18.9,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
50,Bangladesh,1975,Emissions (thousand metric tons of carbon dioxide),6277.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
50,Bangladesh,1985,Emissions (thousand metric tons of carbon dioxide),9967.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
50,Bangladesh,2005,Emissions (thousand metric tons of carbon dioxide),35116.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
50,Bangladesh,2010,Emissions (thousand metric tons of carbon dioxide),53201.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
50,Bangladesh,2015,Emissions (thousand metric tons of carbon dioxide),75524.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
50,Bangladesh,2018,Emissions (thousand metric tons of carbon dioxide),98076.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
50,Bangladesh,2019,Emissions (thousand metric tons of carbon dioxide),94583.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
